Array Design Name	Agendia Mammaprint 1.9k custom microarray
Version	1
Provider	Ryan van Laar (ryan.vanlaar@agendia.com)
Comment[ArrayExpressAccession]	A-MEXP-318
Comment[Description]	Custom printed 1.9k oligonucleotide microarray manufactured by Agilent Technologies Inc.
Comment[SubmittedName]	Agendia Mammaprint 1.9k custom microarray
Comment[Organism]	Homo sapiens
Printing Protocol	Microarrays were prepared by Agilent technologies using their Agilent SurePrint Technology. Breifly, 60-mer oligonucleotides are synthesized base-by-base in repetitive print layers on a solid glass substrate, using standard phosphoramidite chemistry.
Technology Type	spotted_ss_oligo_features
Technology Type Term Accession Number	spotted_ss_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Surface Type Term Accession Number	#unknown_surface_type
Surface Type Term Source REF	mo
Substrate Type	glass
Substrate Type Term Accession Number	#glass
Substrate Type Term Source REF	mo
Term Source Name	The MGED Ontology	mo	embl	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDOntology.php	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.ebi.ac.uk/embl/	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version				

Block Column	Block Row	Column	Row	Reporter Name	Comment[AEReporterName]	Reporter Database Entry[embl]	Reporter Database Entry[unigene]	Reporter Group[role]	Control Type
1	1	25	3	AGEN000125	NM_016494	CD242398	Hs.558498	Experimental	
1	1	26	3	AGEN000126	NM_006462	BC014116	Hs.247280	Experimental	
1	1	27	3	AGEN000127	ADM	CR603703	Hs.441047	Experimental	
1	1	28	3	AGEN000128	NM_021257	AF422797	Hs.274363	Experimental	
1	1	29	3	AGEN000129	NM_014473		Hs.533222	Experimental	
1	1	30	3	AGEN000130	BNIP3	BX647339	Hs.144873	Experimental	
1	1	31	3	AGEN000131	NM_004122	AY429112	Hs.248115	Experimental	
1	1	32	3	AGEN000132	ASNS		Hs.489207	Experimental	
1	1	33	3	AGEN000133	Contig32185_RC		Hs.159422	Experimental	
1	1	34	3	AGEN000134	NM_020187		Hs.458320	Experimental	
1	1	35	3	AGEN000135	Contig46218_RC	AY750055	Hs.283127	Experimental	
1	1	36	3	AGEN000136	NM_018959	AK124583	Hs.222510	Experimental	
1	1	37	3	AGEN000137	NM_004256	BC035973	Hs.225941	Experimental	
1	1	38	3	AGEN000138	DKFZP586A011	AK123080	Hs.370457	Experimental	
1	1	39	3	AGEN000139	CTSL2	BC067289	Hs.87417	Experimental	
1	1	40	3	AGEN000140	NM_002777		Hs.928	Experimental	
1	1	41	3	AGEN000141	AA555029_RC	AK123080	Hs.370457	Experimental	
1	1	42	3	AGEN000142	Contig27312_RC		Hs.413494	Experimental	
1	1	43	3	AGEN000143	NM_000102	AK094106	Hs.438016	Experimental	
1	1	44	3	AGEN000144	AL050021		Hs.14846	Experimental	
1	1	46	3	AGEN000146	NM_003926		Hs.178728	Experimental	
1	1	48	3	AGEN000148	NM_004760	BX537586	Hs.268887	Experimental	
1	1	49	3	AGEN000149	AF052159		Hs.477367	Experimental	
1	1	50	3	AGEN000150	NM_003301		Hs.3022	Experimental	
1	1	1	4	AGEN000151	L27560		Hs.369982	Experimental	
1	1	2	4	AGEN000152	NM_005968		Hs.465808	Experimental	
1	1	3	4	AGEN000153	KIAA0175		Hs.184339	Experimental	
1	1	4	4	AGEN000154	NM_013286		Hs.476291	Experimental	
1	1	5	4	AGEN000155	NM_002843		Hs.318547	Experimental	
1	1	6	4	AGEN000156	NM_003457	AB209215	Hs.500775	Experimental	
1	1	7	4	AGEN000157	NM_017612		Hs.37706	Experimental	
1	1	8	4	AGEN000158	NM_007017		Hs.529462	Experimental	
1	1	9	4	AGEN000159	ADM	CR603703	Hs.441047	Experimental	
1	1	10	4	AGEN000160	NM_012433		Hs.471011	Experimental	
1	1	11	4	AGEN000161	NM_017420		Hs.97849	Experimental	
1	1	12	4	AGEN000162	NM_004037		Hs.82927	Experimental	
1	1	13	4	AGEN000163	PIB5PA	AK092859	Hs.517549	Experimental	
1	1	14	4	AGEN000164	RFC4		Hs.518475	Experimental	
1	1	15	4	AGEN000165	NM_000739	AL832585	Hs.527965	Experimental	
1	1	16	4	AGEN000166	NM_001087	AB209790	Hs.83347	Experimental	
1	1	17	4	AGEN000167	NM_017703	AK027004	Hs.12439	Experimental	
1	1	18	4	AGEN000168	Contig55313_RC		Hs.184339	Experimental	
1	1	19	4	AGEN000169	NM_015726		Hs.492236	Experimental	
1	1	20	4	AGEN000170	NM_016498	BF214503	Hs.25199	Experimental	
1	1	21	4	AGEN000171	ST7	BC075855	Hs.368131	Experimental	
1	1	22	4	AGEN000172	Contig4595	AB209098	Hs.485877	Experimental	
1	1	23	4	AGEN000173	NM_016407	AK131203	Hs.517134	Experimental	
1	1	24	4	AGEN000174	Contig55313_RC		Hs.184339	Experimental	
1	1	26	4	AGEN000176	NM_017841	BX648946	Hs.313247	Experimental	
1	1	27	4	AGEN000177	NM_014807		Hs.26899	Experimental	
1	1	28	4	AGEN000178	RAB6B		Hs.567282	Experimental	
1	1	29	4	AGEN000179	KIAA1324	AB037745	Hs.262811	Experimental	
1	1	30	4	AGEN000180	NM_014891		Hs.278426	Experimental	
1	1	31	4	AGEN000181	BIRC5		Hs.514527	Experimental	
1	1	32	4	AGEN000182	L2DTL	BX640796	Hs.445885	Experimental	
1	1	33	4	AGEN000183	NM_006601	AK098214	Hs.50425	Experimental	
1	1	34	4	AGEN000184	NM_007016	AK127802	Hs.97627	Experimental	
1	1	35	4	AGEN000185	FLJ10511		Hs.126774	Experimental	
1	1	36	4	AGEN000186	Contig49670_RC		Hs.269542	Experimental	
1	1	37	4	AGEN000187	NM_003145	BX649192	Hs.74564	Experimental	
1	1	38	4	AGEN000188	DEGS		Hs.299878	Experimental	
1	1	39	4	AGEN000189	NM_001104	AK125851	Hs.445037	Experimental	
1	1	40	4	AGEN000190	NM_005284		Hs.46332	Experimental	
1	1	41	4	AGEN000191	NM_002632	AK023843	Hs.252820	Experimental	
1	1	42	4	AGEN000192	NM_014717		Hs.378901	Experimental	
1	1	43	4	AGEN000193	AL137718	BC034952	Hs.508141	Experimental	
1	1	44	4	AGEN000194	PRO2000		Hs.299878	Experimental	
1	1	45	4	AGEN000195	NM_016046	AF151866	Hs.14415	Experimental	
1	1	46	4	AGEN000196	NM_004724		Hs.503886	Experimental	
1	1	47	4	AGEN000197	ERP70		Hs.93659	Experimental	
1	1	48	4	AGEN000198	AK000745	BC045642	Hs.377155	Experimental	
1	1	49	4	AGEN000199	NM_016335	AB209472	Hs.517352	Experimental	
1	1	50	4	AGEN000200	NM_007167	AL833263	Hs.533986	Experimental	
1	1	1	5	AGEN000201	NM_017752		Hs.351798	Experimental	
1	1	2	5	AGEN000202	NM_014582	BC098340	Hs.558492	Experimental	
1	1	3	5	AGEN000203	AL355708	AL355708	Hs.33333	Experimental	
1	1	4	5	AGEN000204	Contig8581_RC	CR749832	Hs.370834	Experimental	
1	1	5	5	AGEN000205	LOC56901	AK094275	Hs.221447	Experimental	
1	1	6	5	AGEN000206	SERF1A	AF073519	Hs.32567	Experimental	
1	1	7	5	AGEN000207	NM_003169	AK091476	Hs.437056	Experimental	
1	1	8	5	AGEN000208	NM_017610		Hs.404423	Experimental	
1	1	9	5	AGEN000209	HS1119D91		Hs.22920	Experimental	
1	1	10	5	AGEN000210	Contig46802_RC		Hs.22920	Experimental	
1	1	11	5	AGEN000211	NM_004676	AF517635	Hs.158343	Experimental	
1	1	12	5	AGEN000212	MTMR2		Hs.181326	Experimental	
1	1	13	5	AGEN000213	NM_016158	AF159054	Hs.104671	Experimental	
1	1	14	5	AGEN000214	NM_001148		Hs.355957	Experimental	
1	1	15	5	AGEN000215	Contig55725_RC	AL834186	Hs.470654	Experimental	
1	1	16	5	AGEN000216	NM_017630	BX648302	Hs.354645	Experimental	
1	1	17	5	AGEN000217	LOC57110	BC005856	Hs.36761	Experimental	
1	1	19	5	AGEN000219	NMB		Hs.386470	Experimental	
1	1	20	5	AGEN000220	RAB6B		Hs.567282	Experimental	
1	1	21	5	AGEN000221	NM_004121	BC011362	Hs.437156	Experimental	
1	1	22	5	AGEN000222	NM_002939	AB209196	Hs.530687	Experimental	
1	1	24	5	AGEN000224	DKFZP434B168	BC009918	Hs.369285	Experimental	
1	1	25	5	AGEN000225	Contig55829_RC	BC005856	Hs.36761	Experimental	
1	1	26	5	AGEN000226	RPS4X	CR623958	Hs.446628	Experimental	
1	1	27	5	AGEN000227	STK15		Hs.250822	Experimental	
1	1	29	5	AGEN000229	Contig37063_RC		Hs.250822	Experimental	
1	1	30	5	AGEN000230	ST7	BC075855	Hs.368131	Experimental	
1	1	32	5	AGEN000232	CENPF		Hs.497741	Experimental	
1	1	33	5	AGEN000233	NM_018015	BC070110	Hs.274267	Experimental	
1	1	34	5	AGEN000234	BM037	AK222819	Hs.511093	Experimental	
1	1	35	5	AGEN000235	NM_004258		Hs.74115	Experimental	
1	1	36	5	AGEN000236	NM_001048	BI918626	Hs.12409	Experimental	
1	1	37	5	AGEN000237	NM_015582	BC000393	Hs.460924	Experimental	
1	1	38	5	AGEN000238	NM_021131		Hs.400740	Experimental	
1	1	40	5	AGEN000240	NM_003159	BC036091	Hs.435570	Experimental	
1	1	41	5	AGEN000241	NM_002833		Hs.445775	Experimental	
1	1	42	5	AGEN000242	NM_018275		Hs.533139	Experimental	
1	1	43	5	AGEN000243	MIR	AL833316	Hs.499489	Experimental	
1	1	44	5	AGEN000244	NM_016372	AK056759	Hs.6418	Experimental	
1	1	45	5	AGEN000245	NM_012475	BC090946	Hs.8015	Experimental	
1	1	46	5	AGEN000246	IGFBP5	AK222819	Hs.511093	Experimental	
1	1	47	5	AGEN000247	NM_014745		Hs.513807	Experimental	
1	1	48	5	AGEN000248	NM_014841	CR749348	Hs.368046	Experimental	
1	1	49	5	AGEN000249	NM_004540		Hs.473450	Experimental	
1	1	50	5	AGEN000250	NM_002103		Hs.386225	Experimental	
1	1	1	6	AGEN000251	NM_015725	AF229845	Hs.272405	Experimental	
1	1	2	6	AGEN000252	CDC25B		Hs.153752	Experimental	
1	1	3	6	AGEN000253	NM_002114		Hs.128930	Experimental	
1	1	4	6	AGEN000254	NM_017952		Hs.323489	Experimental	
1	1	5	6	AGEN000255	NM_019109	BC018937	Hs.406461	Experimental	
1	1	6	6	AGEN000256	NM_001994		Hs.435782	Experimental	
1	1	7	6	AGEN000257	NM_003669		Hs.534372	Experimental	
1	1	8	6	AGEN000258	NM_001061	BX648938	Hs.520757	Experimental	
1	1	9	6	AGEN000259	Contig753_RC		Hs.369982	Experimental	
1	1	10	6	AGEN000260	MP1	AK126153	Hs.26010	Experimental	
1	1	11	6	AGEN000261	NM_005293	AB209066	Hs.188859	Experimental	
1	1	12	6	AGEN000262	DKFZp762E1312	AK074809	Hs.532968	Experimental	
1	1	13	6	AGEN000263	NM_004625		Hs.72290	Experimental	
1	1	14	6	AGEN000264	RBP3		Hs.114762	Experimental	
1	1	15	6	AGEN000265	Contig57595	CR749279	Hs.528300	Experimental	
1	1	16	6	AGEN000266	NM_002071	AK090868	Hs.136295	Experimental	
1	1	17	6	AGEN000267	NM_012326	AB025186	Hs.515860	Experimental	
1	1	18	6	AGEN000268	NM_006632		Hs.327179	Experimental	
1	1	19	6	AGEN000269	Contig43747_RC	AK054942	Hs.488173	Experimental	
1	1	20	6	AGEN000270	NM_007284		Hs.436439	Experimental	
1	1	21	6	AGEN000271	CCNB2	AK023404	Hs.194698	Experimental	
1	1	24	6	AGEN000274	KIAA1324	AB037745	Hs.262811	Experimental	
1	1	25	6	AGEN000275	Contig51519_RC	BX537997	Hs.511797	Experimental	
1	1	26	6	AGEN000276	NM_000339	X91220	Hs.369271	Experimental	
1	1	27	6	AGEN000277	NM_013266	BC041845	Hs.558787	Experimental	
1	1	28	6	AGEN000278	MMP9		Hs.297413	Experimental	
1	1	29	6	AGEN000279	NM_001824		Hs.334347	Experimental	
1	1	30	6	AGEN000280	DEGS		Hs.299878	Experimental	
1	1	31	6	AGEN000281	NM_017530	BC004563	Hs.208353	Experimental	
1	1	32	6	AGEN000282	NM_006932	AB209643	Hs.149098	Experimental	
1	1	34	6	AGEN000284	NM_000681		Hs.249159	Experimental	
1	1	35	6	AGEN000285	PTDSS1	BC004192	Hs.292579	Experimental	
1	1	36	6	AGEN000286	Contig25343_RC		Hs.299878	Experimental	
1	1	37	6	AGEN000287	Contig1778_RC	AK092215	Hs.507978	Experimental	
1	1	38	6	AGEN000288	NM_005469	BM910981	Hs.444776	Experimental	
1	1	39	6	AGEN000289	NM_018486	AK074326	Hs.310536	Experimental	
1	1	40	6	AGEN000290	NM_001686	BG177099	Hs.406510	Experimental	
1	1	41	6	AGEN000291	NM_014623	BI224374	Hs.278362	Experimental	
1	1	42	6	AGEN000292	MGAT4A	AK128366	Hs.177576	Experimental	
1	1	43	6	AGEN000293	PIR	BX537579	Hs.495728	Experimental	
1	1	44	6	AGEN000294	NM_001051		Hs.225995	Experimental	
1	1	45	6	AGEN000295	MMSDH		Hs.293970	Experimental	
1	1	46	6	AGEN000296	NM_012236	AF149046	Hs.87464	Experimental	
1	1	47	6	AGEN000297	NM_015911	AK095184	Hs.20879	Experimental	
1	1	48	6	AGEN000298	NM_005768	BX647983	Hs.553512	Experimental	
1	1	49	6	AGEN000299	RAD21		Hs.81848	Experimental	
1	1	50	6	AGEN000300	NM_016258		Hs.532286	Experimental	
1	1	1	7	AGEN000301	NM_004977	AF055989	Hs.558349	Experimental	
1	1	2	7	AGEN000302	DKFZP434B168	BC009918	Hs.369285	Experimental	
1	1	4	7	AGEN000304	NM_001525	CR605321	Hs.388226	Experimental	
1	1	5	7	AGEN000305	RAD21		Hs.81848	Experimental	
1	1	6	7	AGEN000306	MGAT4A	AK128366	Hs.177576	Experimental	
1	1	7	7	AGEN000307	LOC56994		Hs.293970	Experimental	
1	1	8	7	AGEN000308	NM_013279	AB023171	Hs.473109	Experimental	
1	1	9	7	AGEN000309	TK1	BM458046	Hs.515122	Experimental	
1	1	11	7	AGEN000311	NDRG1	AK124709	Hs.372914	Experimental	
1	1	12	7	AGEN000312	NM_012222		Hs.271353	Experimental	
1	1	14	7	AGEN000314	NM_017595	BC063498	Hs.502910	Experimental	
1	1	15	7	AGEN000315	L13	AK025141	Hs.293077	Experimental	
1	1	16	7	AGEN000316	TRIP13		Hs.436187	Experimental	
1	1	18	7	AGEN000318	FLJ10134	BX648832	Hs.126598	Experimental	
1	1	19	7	AGEN000319	Contig53742_RC	AK123239	Hs.333823	Experimental	
1	1	20	7	AGEN000320	NM_018678		Hs.509923	Experimental	
1	1	21	7	AGEN000321	NM_002408		Hs.93338	Experimental	
1	1	22	7	AGEN000322	NM_005268	AK129509	Hs.198249	Experimental	
1	1	23	7	AGEN000323	NM_003531	BU568766	Hs.248176	Experimental	
1	1	24	7	AGEN000324	NM_017887	AK092734	Hs.525391	Experimental	
1	1	25	7	AGEN000325	NM_003077		Hs.250581	Experimental	
1	1	26	7	AGEN000326	NM_003252	AB209260	Hs.501203	Experimental	
1	1	27	7	AGEN000327	NM_000475	S74720	Hs.268490	Experimental	
1	1	28	7	AGEN000328	NM_000030		Hs.144567	Experimental	
1	1	29	7	AGEN000329	NM_017834	BU556918	Hs.534461	Experimental	
1	1	30	7	AGEN000330	NM_019609	BC063430	Hs.532685	Experimental	
1	1	31	7	AGEN000331	NM_003310	CR626366	Hs.502770	Experimental	
1	1	32	7	AGEN000332	NM_003928	BM808256	Hs.522789	Experimental	
1	1	34	7	AGEN000334	NM_002896	AK097592	Hs.533712	Experimental	
1	1	35	7	AGEN000335	NM_020999	BC069098	Hs.532682	Experimental	
1	1	36	7	AGEN000336	NM_012454		Hs.279908	Experimental	
1	1	38	7	AGEN000338	NM_001181		Hs.16247	Experimental	
1	1	39	7	AGEN000339	NM_006715	AB209141	Hs.26232	Experimental	
1	1	40	7	AGEN000340	NM_001771		Hs.262150	Experimental	
1	1	41	7	AGEN000341	NM_003049	L21893	Hs.952	Experimental	
1	1	42	7	AGEN000342	CFFM4		Hs.250822	Experimental	
1	1	43	7	AGEN000343	NM_000112		Hs.302738	Experimental	
1	1	44	7	AGEN000344	STK6		Hs.250822	Experimental	
1	1	45	7	AGEN000345	NM_001499		Hs.522418	Experimental	
1	1	46	7	AGEN000346	RAD21		Hs.81848	Experimental	
1	1	47	7	AGEN000347	Contig60864_RC		Hs.530735	Experimental	
1	1	48	7	AGEN000348	NM_018943	CR620426	Hs.137400	Experimental	
1	1	49	7	AGEN000349	NM_007259	BC028382	Hs.443750	Experimental	
1	1	50	7	AGEN000350	NM_004356	AB209380	Hs.54457	Experimental	
1	1	1	8	AGEN000351	AL137295	AB209755	Hs.30385	Experimental	
1	1	2	8	AGEN000352	NM_004205	BC041366	Hs.524085	Experimental	
1	1	4	8	AGEN000354	Contig46223_RC		Hs.22917	Experimental	
1	1	5	8	AGEN000355	ACADS	BC025963	Hs.507076	Experimental	
1	1	7	8	AGEN000357	NM_004112	AB209390	Hs.528468	Experimental	
1	1	8	8	AGEN000358	NM_019045		Hs.98510	Experimental	
1	1	10	8	AGEN000360	RRM2	AK123010	Hs.226390	Experimental	
1	1	11	8	AGEN000361	Contig44289_RC	AK091289	Hs.494557	Experimental	
1	1	13	8	AGEN000363	NM_018655		Hs.272399	Experimental	
1	1	17	8	AGEN000367	NM_014663	AB014577	Hs.155983	Experimental	
1	1	19	8	AGEN000369	NM_003422	AB209481	Hs.399810	Experimental	
1	1	22	8	AGEN000372	WISP1	AF100779	Hs.492974	Experimental	
1	1	23	8	AGEN000373	MMSDH		Hs.293970	Experimental	
1	1	25	8	AGEN000375	WISP1	AF100779	Hs.492974	Experimental	
1	1	26	8	AGEN000376	NM_004925	AK095363	Hs.234642	Experimental	
1	1	28	8	AGEN000378	NM_002139		Hs.512179	Experimental	
1	1	29	8	AGEN000379	NM_017943		Hs.525348	Experimental	
1	1	31	8	AGEN000381	NM_003602	AK126254	Hs.567253	Experimental	
1	1	32	8	AGEN000382	FGF18	AF075292	Hs.87191	Experimental	
1	1	35	8	AGEN000385	PSMD2		Hs.518464	Experimental	
1	1	37	8	AGEN000387	NM_000124		Hs.133444	Experimental	
1	1	38	8	AGEN000388	PIB5PA	AK092859	Hs.517549	Experimental	
1	1	40	8	AGEN000390	NM_005929	AK096182	Hs.184727	Experimental	
1	1	41	8	AGEN000391	NM_005631		Hs.437846	Experimental	
1	1	43	8	AGEN000393	AL080110	BC047510	Hs.558657	Experimental	
1	1	44	8	AGEN000394	NM_006067		Hs.173162	Experimental	
1	1	46	8	AGEN000396	Contig45816_RC		Hs.88523	Experimental	
1	1	47	8	AGEN000397	NM_007008		Hs.429581	Experimental	
1	1	49	8	AGEN000399	RNB6	AL133642	Hs.125867	Experimental	
1	1	50	8	AGEN000400	EXT1	BX538229	Hs.492618	Experimental	
1	1	2	9	AGEN000402	NM_017738	BX647069	Hs.435381	Experimental	
1	1	3	9	AGEN000403	HMG4	AL133642	Hs.125867	Experimental	
1	1	5	9	AGEN000405	DC13	AK123983	Hs.388255	Experimental	
1	1	6	9	AGEN000406	NM_006791		Hs.374503	Experimental	
1	1	8	9	AGEN000408	NM_005296		Hs.522701	Experimental	
1	1	9	9	AGEN000409	Contig13480_RC		Hs.19114	Experimental	
1	1	11	9	AGEN000411	NMU	BE735948	Hs.418367	Experimental	
1	1	12	9	AGEN000412	NM_003590		Hs.372286	Experimental	
1	1	14	9	AGEN000414	NM_014225	AK090488	Hs.467192	Experimental	
1	1	15	9	AGEN000415	SM-20	AF229245	Hs.444450	Experimental	
1	1	17	9	AGEN000417	NM_006634	BG535701	Hs.172684	Experimental	
1	1	18	9	AGEN000418	NM_014425	BC063847	Hs.558477	Experimental	
1	1	20	9	AGEN000420	NM_014433		Hs.526920	Experimental	
1	1	21	9	AGEN000421	NM_001278	AB209028	Hs.198998	Experimental	
1	1	23	9	AGEN000423	NM_006640	AJ312319	Hs.440932	Experimental	
1	1	24	9	AGEN000424	HS1119D91		Hs.22920	Experimental	
1	1	26	9	AGEN000426	FLJ23468		Hs.22920	Experimental	
1	1	27	9	AGEN000427	GMPS		Hs.546324	Experimental	
1	1	29	9	AGEN000429	RFC4		Hs.518475	Experimental	
1	1	30	9	AGEN000430	Contig27312_RC		Hs.413494	Experimental	
1	1	32	9	AGEN000432	NM_003153		Hs.524518	Experimental	
1	1	33	9	AGEN000433	NM_016486	BC040289	Hs.436502	Experimental	
1	1	35	9	AGEN000435	RAB27B	AF329499	Hs.514875	Experimental	
1	1	39	9	AGEN000439	NM_005883		Hs.446376	Experimental	
1	1	41	9	AGEN000441	NM_014187	BF204699	Hs.433203	Experimental	
1	1	42	9	AGEN000442	NM_007024		Hs.91566	Experimental	
1	1	44	9	AGEN000444	NM_001118	BX538156	Hs.377783	Experimental	
1	1	45	9	AGEN000445	NM_003746	BI552604	Hs.5120	Experimental	
1	1	47	9	AGEN000447	NM_004285		Hs.463511	Experimental	
1	1	48	9	AGEN000448	NM_005283		Hs.248116	Experimental	
1	1	50	9	AGEN000450	FLJ10901	AK001763	Hs.518997	Experimental	
1	1	1	10	AGEN000451	NM_017547	AK126067	Hs.317190	Experimental	
1	1	3	10	AGEN000453	AF052159		Hs.477367	Experimental	
1	1	6	10	AGEN000456	NM_007033	AK095750	Hs.525527	Experimental	
1	1	7	10	AGEN000457	Contig46218_RC	AY750055	Hs.283127	Experimental	
1	1	9	10	AGEN000459	NMU	BE735948	Hs.418367	Experimental	
1	1	10	10	AGEN000460	L13	AK025141	Hs.293077	Experimental	
1	1	12	10	AGEN000462	Contig47405_RC	AK123239	Hs.333823	Experimental	
1	1	15	10	AGEN000465	NM_004720	AK123043	Hs.122575	Experimental	
1	1	16	10	AGEN000466	Contig53226_RC	AF414126	Hs.302754	Experimental	
1	1	18	10	AGEN000468	AL050021		Hs.14846	Experimental	
1	1	19	10	AGEN000469	PECI	AB209917	Hs.15250	Experimental	
1	1	21	10	AGEN000471	ESM1		Hs.129944	Experimental	
1	1	22	10	AGEN000472	Contig50410	BC054491	Hs.449415	Experimental	
1	1	24	10	AGEN000474	NM_014470	AK124288	Hs.124940	Experimental	
1	1	25	10	AGEN000475	NM_020168	AK131522	Hs.513645	Experimental	
1	1	27	10	AGEN000477	NM_015913	AK056169	Hs.476033	Experimental	
1	1	28	10	AGEN000478	NM_014963	AB023180	Hs.408708	Experimental	
1	1	30	10	AGEN000480	BTG2		Hs.519162	Experimental	
1	1	31	10	AGEN000481	NM_000333	CR627420	Hs.476595	Experimental	
1	1	33	10	AGEN000483	ASNS		Hs.489207	Experimental	
1	1	34	10	AGEN000484	FLJ10511		Hs.126774	Experimental	
1	1	36	10	AGEN000486	NM_018421	AL353935	Hs.558509	Experimental	
1	1	37	10	AGEN000487	NM_015927	AK122975	Hs.513530	Experimental	
1	1	39	10	AGEN000489	NM_017880	AK000565	Hs.413123	Experimental	
1	1	40	10	AGEN000490	PACE4		Hs.269542	Experimental	
1	1	42	10	AGEN000492	NM_000267	M89914	Hs.113874	Experimental	
1	1	43	10	AGEN000493	FLT1		Hs.507621	Experimental	
1	1	46	10	AGEN000496	STK6		Hs.250822	Experimental	
1	1	48	10	AGEN000498	NM_018562	AB208937	Hs.186810	Experimental	
1	1	49	10	AGEN000499	NM_002217	AK222757	Hs.76716	Experimental	
1	1	1	11	AGEN000501	LAP18		Hs.498494	Experimental	
1	1	2	11	AGEN000502	NM_006574	AF461089	Hs.45127	Experimental	
1	1	4	11	AGEN000504	NM_000733	AK091285	Hs.3003	Experimental	
1	1	5	11	AGEN000505	NM_006874	U43188	Hs.260903	Experimental	
1	1	6	11	AGEN000506	NM_014280	BM458671	Hs.433540	Experimental	
1	1	7	11	AGEN000507	NM_020232	BM809935	Hs.464652	Experimental	
1	1	9	11	AGEN000509	Contig35251_RC	BX647885	Hs.209983	Experimental	
1	1	10	11	AGEN000510	NM_020421	AK126928	Hs.413208	Experimental	
1	1	11	11	AGEN000511	NM_004643		Hs.117176	Experimental	
1	1	12	11	AGEN000512	GCN1L1		Hs.298716	Experimental	
1	1	13	11	AGEN000513	Contig50106_RC	AF450487	Hs.374201	Experimental	
1	1	14	11	AGEN000514	NM_006501	AK124766	Hs.121333	Experimental	
1	1	15	11	AGEN000515	NM_003280	CF553054	Hs.118845	Experimental	
1	1	16	11	AGEN000516	TGFB3	AK122902	Hs.2025	Experimental	
1	1	17	11	AGEN000517	NM_007123	AY481573	Hs.232072	Experimental	
1	1	18	11	AGEN000518	LOC56994		Hs.293970	Experimental	
1	1	19	11	AGEN000519	NM_001382		Hs.524081	Experimental	
1	1	20	11	AGEN000520	WISP1	AF100779	Hs.492974	Experimental	
1	1	21	11	AGEN000521	NM_006594	AK057567	Hs.548251	Experimental	
1	1	22	11	AGEN000522	Contig17359_RC	AK025141	Hs.293077	Experimental	
1	1	23	11	AGEN000523	Contig41887_RC	BU558247	Hs.105887	Experimental	
1	1	24	11	AGEN000524	NM_016226	AL832866	Hs.445394	Experimental	
1	1	25	11	AGEN000525	NM_007373	BC044752	Hs.104315	Experimental	
1	1	26	11	AGEN000526	EZH2	AK023816	Hs.444082	Experimental	
1	1	27	11	AGEN000527	NM_001269	AK092726	Hs.469723	Experimental	
1	1	28	11	AGEN000528	NM_005260		Hs.25022	Experimental	
1	1	29	11	AGEN000529	NM_006311	AF087856	Hs.462323	Experimental	
1	1	30	11	AGEN000530	NM_020230		Hs.14468	Experimental	
1	1	31	11	AGEN000531	NM_007245	AY188338	Hs.460499	Experimental	
1	1	32	11	AGEN000532	Contig55829_RC	BC005856	Hs.36761	Experimental	
1	1	33	11	AGEN000533	NM_013259		Hs.169330	Experimental	
1	1	34	11	AGEN000534	NM_005177	AK125927	Hs.463074	Experimental	
1	1	35	11	AGEN000535	Contig60864_RC		Hs.530735	Experimental	
1	1	36	11	AGEN000536	STX1A	BC064644	Hs.488683	Experimental	
1	1	37	11	AGEN000537	NM_021191	BC040961	Hs.131010	Experimental	
1	1	38	11	AGEN000538	NM_000078		Hs.89538	Experimental	
1	1	39	11	AGEN000539	NM_002831		Hs.63489	Experimental	
1	1	40	11	AGEN000540	NM_006367		Hs.370581	Experimental	
1	1	41	11	AGEN000541	BNIP3	BX647339	Hs.144873	Experimental	
1	1	42	11	AGEN000542	NM_000369		Hs.160411	Experimental	
1	1	43	11	AGEN000543	NM_016525	AK074969	Hs.268963	Experimental	
1	1	44	11	AGEN000544	Contig55377_RC	BC039247	Hs.463089	Experimental	
1	1	45	11	AGEN000545	NM_017567	AL832837	Hs.7036	Experimental	
1	1	46	11	AGEN000546	TBX3-iso		Hs.129895	Experimental	
1	1	47	11	AGEN000547	NM_014027	BC014075	Hs.276925	Experimental	
1	1	49	11	AGEN000549	NM_016611	AF247042	Hs.97174	Experimental	
1	1	50	11	AGEN000550	NM_000082		Hs.435237	Experimental	
1	1	1	12	AGEN000551	COL4A2		Hs.508716	Experimental	
1	1	2	12	AGEN000552	NM_020806		Hs.208765	Experimental	
1	1	3	12	AGEN000553	NM_018485		Hs.534412	Experimental	
1	1	4	12	AGEN000554	KIAA0008		Hs.129895	Experimental	
1	1	5	12	AGEN000555	KIAA1683	AB051470	Hs.313471	Experimental	
1	1	6	12	AGEN000556	Contig55813_RC		Hs.77695	Experimental	
1	1	7	12	AGEN000557	NM_018319		Hs.209945	Experimental	
1	1	8	12	AGEN000558	SLC2A3	AB209607	Hs.419240	Experimental	
1	1	9	12	AGEN000559	NM_016202	AK123294	Hs.94392	Experimental	
1	1	10	12	AGEN000560	DKFZP586F1018	BC092512	Hs.371395	Experimental	
1	1	11	12	AGEN000561	NM_015590	AK125763	Hs.193832	Experimental	
1	1	12	12	AGEN000562	NM_017685	AK125485	Hs.440776	Experimental	
